Fase,Banco,Tipo de tronadura,Tipo Material,M,Dominio Estructural,Diámetro,BxS,Tiempo entre Pozos Filas ms,Fc,Tipo Explosivo,P10,P20,P30,P40,P50,P60,P70,P80,P90,P100,Este,Norte,Cota,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.39,0.59,0.75,0.94,1.30,1.89,2.48,3.74,5.47,8.82,59207.0,91647.4,3425.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.47,0.71,1.10,1.65,2.17,2.76,3.23,3.78,4.29,6.61,59581.0,91810.4,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.51,0.75,0.98,1.26,1.65,2.24,2.95,3.62,4.76,8.82,59202.5,91661.0,3425.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.20,0.51,1.42,2.09,2.64,3.07,3.43,3.90,4.49,6.30,59563.6,91612.5,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.28,0.83,1.85,2.24,2.60,3.03,3.35,3.78,4.53,7.01,59280.4,91663.8,3425.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,149,C,0.28,0.43,0.67,0.94,1.50,2.17,2.91,3.82,5.59,10.63,59532.9,91563.5,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.12,0.39,0.51,0.67,0.87,1.22,1.97,3.74,6.22,9.92,59097.6,91501.7,3425.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,149,C,0.28,0.51,0.83,1.14,1.61,2.28,3.19,3.94,4.92,7.44,59553.0,91524.3,3440.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.35,0.67,0.94,1.34,1.85,2.44,3.15,3.98,5.43,9.65,59620.9,91648.8,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.08,0.28,0.47,0.63,0.83,1.30,2.32,3.74,5.28,9.13,59069.7,91494.5,3425.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,149,C,0.12,0.39,0.55,0.67,0.94,1.42,2.36,3.62,4.80,9.13,59606.2,91566.7,3440.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.08,0.39,0.59,0.75,1.02,1.42,2.17,3.50,5.00,8.35,59554.3,91484.1,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,155,C,0.31,0.63,0.94,1.30,1.81,2.40,3.07,3.90,5.08,9.65,59438.1,91654.6,3425.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,149,C,0.47,0.79,1.18,1.81,2.28,2.72,3.19,3.82,4.53,6.97,59604.8,91520.3,3440.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,214,C,0.31,0.67,0.98,1.50,2.01,2.48,2.91,3.62,4.61,8.66,59460.2,91516.8,3410.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.24,0.94,1.89,2.60,3.19,3.90,5.12,5.79,8.58,11.85,58885.8,90407.8,2825.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,128,C,0.31,0.51,0.71,1.02,1.57,2.20,3.07,3.78,4.65,5.75,59411.1,91535.5,3410.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.35,1.69,2.48,3.15,3.90,4.57,5.00,5.59,6.10,7.68,58876.6,90329.5,2825.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,128,C,0.20,0.98,1.97,2.44,2.83,3.19,3.46,3.78,4.33,5.28,59306.6,91506.3,3410.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.39,0.91,1.61,2.28,3.07,4.02,4.72,5.75,7.09,13.35,58919.5,90381.9,2825.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,128,C,0.08,0.20,0.39,0.71,1.38,2.01,2.80,3.70,4.80,6.93,59339.2,91522.2,3410.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.43,0.59,0.83,1.14,1.54,1.93,2.44,2.99,4.09,6.69,59625.9,91741.1,3440.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,149,C,0.47,0.71,0.98,1.30,1.57,1.97,2.40,3.07,4.06,6.02,59641.1,91453.3,3440.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.31,0.67,0.87,1.22,1.73,2.40,3.27,4.29,6.30,15.28,59550.0,91817.0,3440.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,128,C,0.24,0.59,0.94,1.26,1.65,2.13,2.80,3.43,4.69,6.61,59405.0,59561.0,3410.0,
Stage 1,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,5-60,177,C,0.59,0.79,0.98,1.30,1.65,2.09,2.56,3.19,4.45,6.81,59540.0,91854.0,3440.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,128,C,0.43,0.75,1.06,1.34,1.69,2.20,2.72,3.39,4.37,7.24,59367.0,91510.0,3410.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.39,0.75,1.22,1.85,2.52,3.50,4.65,5.83,7.72,9.57,58948.0,90363.0,2825.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,5-84,194,C,0.28,0.59,1.02,1.65,2.44,3.15,3.78,4.65,5.43,7.05,58787.0,91343.0,3440.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.55,0.98,1.42,1.97,2.76,3.66,4.61,5.83,7.48,11.73,58974.0,90353.0,2825.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.67,1.06,1.46,1.93,2.72,3.46,4.25,5.67,7.52,14.88,59001.4,90380.4,2825.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.35,0.75,1.14,1.77,2.56,3.62,4.80,5.83,7.01,13.86,59026.3,90339.4,2825.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.94,2.09,2.64,3.27,3.86,4.41,4.84,5.63,6.85,8.39,58988.4,90314.5,2825.0,
Stage 1,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,5-60,177,C,0.75,1.42,1.81,2.13,2.48,2.87,3.31,3.74,4.25,5.91,59541.0,91854.5,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,10 5/8,7X7,5-72,409,C,0.31,1.54,2.44,3.19,3.86,4.33,4.84,5.59,6.73,9.37,58991.4,90124.4,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.35,0.67,1.34,1.93,2.28,2.60,3.19,3.74,4.69,6.69,59456.4,91796.3,3440.0,
Stage 4,2840,Tronadura 2,Roca 1,L4,Norte,10 5/8,7X7,5-72,409,C,0.63,1.57,2.28,2.83,3.43,4.13,4.76,5.59,7.13,11.26,58939.5,90061.7,2840.0,
Stage 2,3440,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-42,143,C,0.35,0.67,1.14,1.57,2.05,2.48,3.11,3.66,4.41,6.18,59433.9,91803.3,3440.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.67,1.73,2.40,3.11,3.70,4.21,4.92,5.71,6.54,8.90,59044.3,90324.9,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-42,155,C,0.47,0.83,1.57,2.20,2.68,3.03,3.35,3.70,4.33,6.38,59481.0,91642.1,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.35,0.63,0.98,1.57,2.28,3.23,4.41,5.55,6.89,8.94,59001.4,90300.8,2825.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,5-84,151,C,0.59,0.91,1.34,1.73,2.17,2.52,2.99,3.46,4.09,6.18,58536.0,91349.0,3440.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,5-84,194,C,0.67,0.98,1.30,1.65,2.09,2.56,2.99,3.70,4.49,7.87,58657.0,91340.0,3440.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,5-84,151,C,0.55,1.30,1.61,1.97,2.36,2.76,3.31,3.78,4.25,6.97,58579.0,91354.0,3440.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,5-84,151,C,0.59,1.34,1.73,2.17,2.48,2.87,3.50,4.06,4.65,6.18,58627.0,91333.0,3440.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,5-84,151,C,0.28,0.51,0.98,1.65,2.28,2.83,3.31,4.02,5.55,9.92,58578.0,91326.0,3440.0,
Stage 2,3425,Tronadura 2,Roca 2,L7,Norte,12 1/4,13x14,7-84,154,C,0.16,0.35,0.63,1.14,1.85,2.44,3.07,3.66,4.84,8.03,58915.0,91329.0,3425.0,
Stage 2,3440,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,7-84,135,C,0.63,1.18,1.65,2.01,2.36,2.64,3.07,3.50,4.53,7.76,58484.0,91398.0,3440.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.67,1.18,1.89,2.64,3.35,3.90,4.65,5.47,6.73,9.33,58964.0,90293.0,2825.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.55,1.10,1.73,2.48,3.27,3.86,4.69,5.71,6.77,9.33,58938.0,90285.0,2825.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,128,C,0.83,1.18,1.46,1.81,2.17,2.68,3.27,3.94,4.96,7.87,59338.0,91469.0,3410.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.71,1.22,1.85,2.52,3.23,3.82,4.72,5.71,7.32,9.25,59365.0,91545.0,2825.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Noreste,12 1/4,13X14,7-84,128,C,0.47,0.75,1.06,1.50,1.93,2.48,3.19,4.06,5.28,8.03,58935.0,90272.0,3410.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,149,C,0.12,0.55,0.91,1.30,1.85,2.72,3.62,4.80,6.77,10.24,59429.1,91697.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,169,C,0.43,0.71,0.94,1.26,1.69,2.24,2.99,3.90,5.43,11.18,59083.4,91537.3,3425.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 6,3515,Tronadura 2,Lastre,L1,Noreste,12 1/4,10x11,7-84,208,C,0.24,0.67,0.91,1.42,2.36,3.43,4.76,6.22,8.62,15.98,60036.6,89832.4,3515.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 6,3515,Tronadura 2,Lastre,L1,Noreste,12 1/4,10x11,7-84,208,C,0.51,0.79,1.26,1.85,2.52,3.35,4.33,5.98,7.17,14.13,60046.6,89815.1,3515.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,149,C,0.35,0.51,0.71,1.06,1.46,2.01,2.80,3.86,6.26,10.20,59429.1,91697.0,3425.0,
,,,,,,,,,,,,,,,,,,,,,,,,
Stage 6,3515,Tronadura 2,Lastre,L1,Noreste,12 1/4,10x11,7-84,208,C,0.39,0.63,0.83,1.18,1.69,2.48,3.35,4.49,6.85,14.13,60037.2,89772.5,3515.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,149,C,0.31,0.43,0.55,0.75,1.18,2.09,3.23,4.21,5.35,9.29,59523.7,91691.3,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,169,C,0.47,0.71,0.94,1.26,1.61,2.20,2.95,3.82,5.16,10.43,59294.6,91683.4,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,149,C,0.12,0.47,0.75,1.02,1.42,2.20,3.27,4.76,6.97,13.82,59441.0,91737.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,149,C,0.24,0.39,0.63,1.14,1.81,2.32,2.91,3.82,5.39,9.02,59355.0,91724.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,149,C,0.24,0.47,0.79,1.26,1.97,2.56,3.35,4.37,6.10,8.70,59465.0,91756.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,149,C,0.28,0.47,0.83,1.30,1.85,2.48,3.03,3.78,4.61,8.62,59355.6,91739.1,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,149,C,0.55,0.87,1.22,1.69,2.24,2.80,3.35,4.09,5.39,8.58,59509.9,91751.2,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,149,C,0.35,0.75,1.22,1.61,2.05,2.48,2.91,3.43,4.41,5.87,59569.0,91775.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.28,0.63,1.10,1.57,2.09,2.76,3.23,4.02,6.42,7.28,59533.0,91636.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,149,C,0.28,0.55,1.02,1.57,2.13,2.60,3.23,3.86,4.80,7.24,59498.0,91808.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,154,C,0.35,0.75,1.42,2.01,2.52,3.07,3.70,4.37,5.31,7.20,59538.0,91606.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L8,Norte,12 1/4,13x14,7-84,149,C,0.51,0.75,0.94,1.30,1.77,2.44,3.03,3.74,4.57,6.97,59258.0,91813.0,3425.0,
Stage 6,3515,Tronadura 2,Lastre,L1,Norte,12 1/4,13x14,7-84,182,C,0.91,1.57,2.20,2.80,3.31,3.82,4.45,5.00,6.42,9.49,60037.0,89584.0,3515.0,
Stage 6,3515,Tronadura 2,Lastre,L3,Norte,12 1/4,10x11,7-84,182,C,1.10,2.01,2.56,3.11,3.78,4.33,4.88,5.91,7.32,10.08,60058.0,89459.0,3515.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.47,0.91,1.38,1.73,2.24,2.64,3.11,3.70,4.76,5.94,59555.0,91825.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.35,0.83,1.30,1.57,1.93,2.44,2.83,3.15,3.94,5.75,59564.0,91551.0,3425.0,
Stage 6,3515,Tronadura 2,Lastre,L3,Norte,12 1/4,10x11,7-84,188,C,0.91,1.93,2.60,3.15,3.62,4.29,4.84,5.87,7.09,10.08,60075.0,89414.0,3515.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.63,0.87,1.10,1.38,1.77,2.28,2.99,4.09,5.79,8.94,59569.0,91831.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.51,0.67,0.91,1.18,1.57,2.09,2.64,3.39,4.57,7.91,59547.0,91500.0,3425.0,
Stage 6,3515,Tronadura 2,Lastre,L3,Norte,12 1/4,10x11,7-84,188,C,0.70,1.80,2.50,3.10,3.50,4.23,4.92,5.72,7.15,11.50,60048.0,89379.0,3515.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.47,0.79,1.30,1.65,2.17,2.52,3.03,3.66,4.37,7.17,59583.0,91762.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.47,0.71,1.10,1.54,1.97,2.32,2.80,3.50,4.53,6.38,59592.0,91494.0,3425.0,
Stage 6,3515,Tronadura 2,Lastre,L3,Norte,12 1/4,10x11,7-84,188,C,0.85,1.35,2.68,3.24,3.44,4.58,4.96,5.68,6.80,10.01,60042.0,89336.0,3515.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.59,0.83,1.18,1.61,2.05,2.48,3.07,3.78,5.00,8.82,59606.0,91769.6,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.75,1.02,1.22,1.46,1.73,2.13,2.76,3.35,4.49,8.90,59608.0,91514.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.39,0.83,1.65,2.17,2.64,3.07,3.46,3.86,4.45,6.26,59617.0,91796.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.35,0.51,0.71,0.98,1.34,1.81,2.56,3.39,4.21,5.39,59626.0,91510.0,3425.0,
Stage 6,3515,Tronadura 2,Lastre,L3,Norte,12 1/4,10x11,7-84,188,C,0.63,1.97,2.99,3.62,4.25,4.92,5.67,7.01,7.64,10.35,60025.0,89311.0,3515.0,
Stage 4,2810,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-36,440,C,0.59,1.30,2.13,2.95,3.58,4.37,5.00,5.71,6.81,9.53,58966.0,90557.0,2810.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.39,0.67,1.06,1.65,2.24,2.68,3.23,3.70,4.53,6.38,59623.0,91855.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.47,0.67,0.91,1.26,1.69,2.24,2.72,3.54,4.41,7.09,59648.0,91506.0,3425.0,
Stage 4,2810,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-36,440,C,0.35,0.91,1.65,2.32,2.83,3.50,4.25,5.83,8.11,11.81,58994.0,90563.0,2810.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.35,0.51,0.79,1.26,1.93,2.60,3.31,3.70,4.33,5.20,59630.0,91768.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.35,0.47,0.67,1.10,1.65,2.17,3.07,3.62,4.21,5.91,59650.0,91467.0,3425.0,
Stage 4,2810,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-36,440,C,0.55,1.81,2.44,3.03,3.70,4.21,4.96,5.83,6.57,8.78,59018.0,90568.0,2810.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.39,0.75,1.34,1.89,2.44,2.95,3.39,3.74,4.21,5.75,59596.0,91710.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.28,0.43,0.71,1.10,1.65,2.20,2.72,3.62,4.37,7.32,59628.0,91566.0,3425.0,
Stage 6,3515,Tronadura 2,Lastre,L3,Norte,12 1/4,10x11,7-84,188,C,0.51,0.91,1.85,2.87,3.74,4.49,5.04,6.22,7.01,10.28,60006.0,89454.0,3515.0,
Stage 3,3875,Tronadura 2,Lastre,L8,Norte,7 7/8,7x8,4-84,186,C,0.47,0.79,1.81,2.48,3.03,3.54,4.29,5.04,6.10,8.70,57546.0,91257.0,3875.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.39,0.55,0.71,0.98,1.46,2.09,3.03,3.70,4.92,6.85,59588.0,91677.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.24,0.47,0.79,1.22,1.73,2.64,3.07,3.82,4.49,6.18,59627.0,91594.0,3425.0,
Stage 2,3425,Tronadura 2,Lastre,L3,Norte,12 1/4,13x14,7-84,169,C,0.39,0.59,0.75,1.06,1.54,2.05,2.68,3.66,5.00,8.19,58874.0,91455.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.43,1.38,1.85,2.28,2.60,2.99,3.27,3.62,4.13,5.91,58992.0,91408.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.35,0.51,0.79,1.18,1.61,2.13,2.83,3.70,4.96,6.69,59653.0,91708.0,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,149,C,0.20,0.47,0.75,1.26,1.69,2.28,3.07,3.66,5.04,9.17,59683.2,91802.2,3425.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.24,0.47,0.75,1.30,1.89,2.40,3.03,3.78,4.84,7.28,59553.4,91676.9,3425.0,
Stage 4,2810,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-36,440,C,0.43,0.75,1.22,1.89,2.60,3.31,4.29,5.59,6.46,9.88,59079.0,90571.0,2810.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.24,0.47,0.75,1.30,1.89,2.40,3.03,3.78,4.84,7.28,59566.0,91427.0,3425.0,
Stage 4,2810,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-36,440,C,0.39,1.14,2.20,2.99,3.58,4.29,5.04,5.83,6.77,9.65,58956.0,90517.0,2810.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.31,0.51,0.79,1.22,1.73,2.17,2.60,3.31,3.94,6.14,59558.0,91399.0,3425.0,
Stage 4,2810,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,5-36,440,C,0.91,1.46,2.09,2.83,3.43,4.06,4.88,5.67,7.32,10.67,59109.0,90573.0,2810.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.47,1.02,1.50,1.93,2.32,2.76,3.23,4.02,4.53,8.50,59626.0,91653.0,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7X7,5-72,521,C,0.67,1.18,1.85,2.48,3.11,3.86,4.41,5.85,7.83,10.63,59058.0,90259.0,2825.0,
Stage 2,3425,Tronadura 2,Roca 2,L2,Norte,12 1/4,13x14,7-84,154,C,0.55,0.75,0.94,1.22,1.69,2.36,3.19,3.98,5.91,7.44,59627.0,91437.0,3425.0,
Stage 2,3425,Tronadura 2,Lastre,L1,Norte,12 1/4,13x14,7-84,154,C,0.51,0.71,0.98,1.34,1.81,2.44,3.15,4.25,5.20,7.17,59611.0,91384.0,3425.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,7-123,487,C,0.55,0.94,1.34,1.93,2.72,3.58,4.72,6.02,7.52,10.55,59033.0,90241.0,2825.0,
Stage 6,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-85,207,C,0.39,0.59,0.87,1.22,1.65,2.24,2.91,4.25,5.79,8.70,60045.0,89793.0,3500.0,
Stage 6,3500,Tronadura 2,Lastre,L1,Norte,12 1/4,13x14,7-85,207,C,0.55,0.94,1.22,1.50,1.81,2.28,2.87,3.78,5.59,9.06,60043.0,89890.0,3500.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,7-123,487,C,0.67,1.97,2.68,3.23,3.94,4.53,4.96,5.71,6.89,11.38,59032.0,90232.0,2825.0,
Stage 6,3500,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-85,207,C,0.47,0.75,0.98,1.34,1.69,2.09,2.60,3.39,4.41,6.97,60062.0,89873.0,3500.0,
Stage 2,3425,Tronadura 2,Lastre,L8,Norte,12 1/4,14x14,7-100,178,C,0.47,0.91,1.50,2.01,2.40,2.87,3.50,4.09,4.80,7.24,58837.5,91409.6,3425.0,
Stage 2,3425,Tronadura 2,Lastre,L8,Norte,12 1/4,14x14,7-100,178,C,0.43,0.75,1.14,1.61,2.17,2.87,3.54,4.41,5.59,9.72,58813.0,91403.0,3425.0,
Stage 2,3410,Tronadura 2,Roca 2,L7,Norte,12 1/4,10x11,5-84,192,C,0.51,0.83,1.14,1.54,2.01,2.48,3.23,4.21,5.79,10.55,58980.0,91322.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,7-85,135,C,0.43,0.75,1.14,1.61,2.17,2.87,3.54,4.41,5.59,9.72,59465.0,91576.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L7,Norte,12 1/4,10x11,5-84,192,C,0.51,0.83,1.14,1.54,2.01,2.48,3.23,4.21,5.79,10.55,59074.0,91375.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,7-85,135,C,0.39,1.14,1.81,2.28,2.76,3.11,3.43,3.86,4.76,6.54,59424.0,91614.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L7,Norte,12 1/4,10x11,5-84,192,C,0.31,0.91,1.73,2.24,2.68,3.15,3.62,4.02,4.84,5.98,59165.0,91404.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,7-85,135,C,0.43,0.94,1.77,2.28,2.72,2.99,3.39,3.94,4.53,5.63,59444.0,91625.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,152,C,0.43,0.75,1.30,2.01,2.52,2.91,3.43,3.98,4.76,7.32,59162.0,91594.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L8,Norte,12 1/4,14x14,7-85,135,C,0.75,1.34,1.93,2.40,2.72,3.07,3.54,3.90,4.33,6.57,59416.0,91652.0,3410.0,
Stage 2,3410,Tronadura 2,Roca 2,L1,Norte,12 1/4,13x14,7-84,152,C,0.31,0.51,0.87,1.30,1.81,2.40,3.07,3.90,4.88,6.93,59220.0,91635.0,3410.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,7-123,487,C,0.51,1.18,2.05,2.68,3.58,4.45,5.16,6.06,6.69,8.70,59025.0,90220.0,2825.0,
Stage 4,2825,Tronadura 2,Roca 1,L4,Norte,12 1/4,7x7,7-123,487,C,0.55,1.22,2.05,2.68,3.39,4.29,4.84,6.02,6.65,8.70,59023.0,90216.0,2825.0,
